Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
90005/2024;42;619592 - Peça mecânica/elétrica - veículo automotivo;Tipo 9: Selo, Uso 3: Diferencial Do Sistema De Transmissão, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn: 5330-00-159-9642,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1.405.8000;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
90005/2024;43;619591 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo 9: Selo, Uso 3: Diferencial Do Sistema De Transmissão, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn: 5330-00-935-9225,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1.623.6000;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
90005/2024;44;618828 - Rolamento;Aplicação: Viatura Blindada M578, Referência 1: Nsn: 3110-00-100-5285,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;593.3300;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
90005/2024;45;618827 - Rolamento;Aplicação: Viatura Blindada M578, Referência 1: Nsn 3110-00-100-5344,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;990.0000;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
90005/2024;46;618826 - Engrenagem automotiva;Tipo: Engrenagem Do Eixo De Acionamento, Aplicação: Viatura Blindada M578, Referência Fabricante: Nsn: 3110-00-100-3556, Uso: Embreagem,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;598.8200;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
90005/2024;47;618821 - Capa De Rolamento;Material: Aço, Aplicação: Viatura Blindada M578, Referência Fabricante: Nsn: 3110-00-100-0560,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;599.7500;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
90005/2024;48;389989 - Detergente;Detergente Composição: Ácido Sulfônico/Ácido Fluorídico/Ácido Sulfúrico/ , Aroma: Inodoro , Aspecto Físico: Líquido;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;750;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;50.2000;750;DETERGENTE ÁCIDO VAL;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Embalagem 5,00 L
90005/2024;49;617033 - Óleo Lubrificante;Óleo Lubrificante Uso: Sistema Hidraulico , Tipo: Iso 46 , Classificação: Multiuso , Viscosidade: Astm D-2270: 140;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;4.440.0000;3;PETRONAS;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Tambor 200,00 L
90005/2024;50;472024 - Acessório carro blindado;Acessório Carro Blindado Tipo: Almofada Removível , Características Adicionais: Porcas Autotravantes , Referência: Pn: 87122893;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;9;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;8.297.6700;9;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
90005/2024;51;618786 - Peça Mecânica/Elétrica - Veículo Automotivo;Peça Mecânica/Elétrica - Veículo Automotivo Tipo: Pino , Uso 3: Patim Da Lagarta , Aplicação 1: Viatura Blindada M578 , Referência 19: Nsn 2030-00-733-8153;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;75;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;798.9300;75;RD;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
90005/2024;52;389989 - Detergente;Detergente Composição: Ácido Sulfônico/Ácido Fluorídico/Ácido Sulfúrico/ , Aroma: Inodoro , Aspecto Físico: Líquido;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;250;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;50.5800;250;DETERGENTE ÁCIDO VAL;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Embalagem 5,00 L
90012/2024;1;483834 - Abafador ruído auricular;Abafador Ruído Auricular Material: Polietileno , Formato: Concha , Características Adicionais: Nível De Redução Ruído Igual Ou Superior A 21 Db.;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;60;53.763.552/0001-18 - BARAOSEG LTDA;32.9700;60;CA 27412;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;2;233469 - Óculos de proteção individual;Óculos De Proteção Individual Material Armação: Policarbonato , Material Lente: Policarbonato , Tipo Lente: Antiembassante E Antichama , Modelo Lentes: Acopláveis Ao Rosto , Características Adicionais: Com Cordão Elástico Para Fixação Na Cabeça;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;85;14.566.765/0001-06 - CRH EQUIPAMENTOS DE SEGURANCA LTDA;4.6000;85;OCULOS RIO JANEIRO C;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;3;451548 - Luva segurança;Luva Segurança Material: 100% Borracha Nitrílica , Tamanho: M , Aplicação: Equipamento De Proteção Individual (E.P.I.) , Forma: Anatômica , Modelo: Bainha Proteção Punho, Sem Talco Ou Amido , Cor: Preta , Tipo: Descartável;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;60;37.024.362/0001-22 - SEP LIFE EQUIPAMENTOS DE PROTECAO LTDA;4.2200;60;LUVA NITRIL WAVE SM;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;4;618553 - Avental;Avental Material: Nylon , Tipo: Impermeável , Características Adicionais: Emborrachado, Com Ca , Aplicação: Proteção Química , Tamanho: M;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;29.9940;5;CA-42326;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;5;618552 - Luva pvc;Luva Pvc Tamanho: Médio , Tamanho Punho: Cano Longo , Características Adicionais: Com Ca , Tipo Uso: Proteção Química;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;53.763.552/0001-18 - BARAOSEG LTDA;14.3200;5;CA 46837;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;6;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;46.0746;3;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;7;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;46.0746;2;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;8;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;9;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;41.5800;9;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;9;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;8;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;41.5800;8;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;10;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;41.5800;3;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;11;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;41.5800;1;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;12;252530 - Cinto segurança;Cinto Segurança Material: Nylon , Uso: Paraquedista , Revestimento Interno: Almofada , Características Adicionais: Com Suspensório Regulagem Pernas E Cabo De Espia;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;37.024.362/0001-22 - SEP LIFE EQUIPAMENTOS DE PROTECAO LTDA;107.4500;2;CINTURAO PARAQ. 3 P;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;13;312070 - Talabarte de salvamento e seguranca;Talabarte De Salvamento E Seguranca Material: Sintético Em Cadaraço Tubular , Aplicação: Armamento Tipo Mosquetão , Modelo: Y , Comprimento: 1.600 MM, Largura: 35 MM, Componentes: 2 Ganchos Alumínio Com Abertura E Travas Duplas , Características Adicionais: C.A Impresso Local Visível E Legível,Absorvedor De;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;14.183.614/0001-60 - SAFE - SUPPLY & IT SUPRIMENTOS LTDA;139.7800;2;TALABARTE - DG 8010;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;14;315706 - Capacete segurança;Capacete Segurança Material: Plástico , Cor: Azul , Aplicação: Tratamento Fitossanitário , Características Adicionais: Completo, Com Carneira E Jugular;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;10.6500;2;CA-31469;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;15;336783 - Respirador;Material: Elastômero Sintético, Tamanho Peça Facial: Tamanho Regular, Aplicação: 2 Respiradores, Características Adicionais: Cartucho Vapores Orgânicos E Gases Ácidos, Tipo: Semifacial,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;25;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;76.8900;25;Respirador semi faci;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;16;377799 - Filtro respirador;Filtro Respirador Uso: Pré-Filtro Mecânico , Aplicação: Partículas Tóxicas P2 , Compatibilidade: Máscara 3m Modelo 6003/6006;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;200;37.024.362/0001-22 - SEP LIFE EQUIPAMENTOS DE PROTECAO LTDA;78.0000;200;FILTRO 5N11 POEIRA;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Conjunto
90012/2024;17;355664 - Luva segurança;Luva Segurança Material: Tricotada 4 Fios Algodão , Tamanho: Único , Aplicação: Proteção Individual , Características Adicionais: 70% Algodão 30% Poliéster , Modelo: Pigmentada Pvc Na Palma;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;50;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;1.9305;50;Luva tricotada pigme;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;18;618365 - Uniforme Profissional;Uniforme Profissional Tamanho: M , Cor: Cinza , Material: 100 % Algodão , Características Adicionais: Antende À Nr 10 Risco 2,Antende À Nr 10 Risco 2.] , Tipo: Manga Longa.;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1;17.756.068/0001-06 - OFICIO UNIFORMES LTDA;137.6100;1;proprio;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;19;618366 - Uniforme profissional;Uniforme Profissional Tamanho: G , Cor: Cinza , Material: 100 % Algodão , Características Adicionais: Antende À Nr 10 Risco 2,Antende À Nr 10 Risco 2.] , Tipo: Manga Longa.;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1;17.756.068/0001-06 - OFICIO UNIFORMES LTDA;137.6100;1;proprio;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;20;618367 - Calça Proteção Individual;Calça Proteção Individual Material: Algodão , Tipo Uso: Eletricista , Tamanho: Médio , Características Adicionais: Atende À Nr 10 Risco 2. Com Faixa Reflexiva.;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1;17.756.068/0001-06 - OFICIO UNIFORMES LTDA;138.6000;1;proprio;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;21;618368 - Calça Proteção Individual;Calça Proteção Individual Material: Algodão , Tipo Uso: Eletricista , Tamanho: Grande , Características Adicionais: Atende À Nr 10 Risco 2. Com Faixa Reflexiva.;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1;17.756.068/0001-06 - OFICIO UNIFORMES LTDA;138.6000;1;proprio;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;22;485531 - Máscara Proteção Resp. C/ Anvisa;Máscara Proteção Resp. C/ Anvisa Modelo: Respirador Tipo Concha , Material: Camadas Fibras Sintéticas , Filtro: Eficiência Filtração Mín. 94% S , Classe: Pff2, N95 Ou Equivalente , Adicional: Carvão Ativado , Componente: Clipe Nasal , Tipo Fixação: Tiras Vedação Anatômica , Adicional 2: S/ Válvula , Cor: C/ Cor , Tamanho: Adulto , Esterilidade: Descartável;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;0.9000;0;CA-38812;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;23;384876 - Luva isolante;Luva Isolante Material: Borracha , Tamanho: 10,5 , Cor: Preta , Características Adicionais: Classe 2, Para Alta Tensão 20kv;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;;;0;;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;24;465865 - Luva segurança;Luva Segurança Material: Couro , Tamanho: Único , Aplicação: Rapel , Características Adicionais: Palma Reforçada, Dupla Camada De Couro , Forma: 5 Dedos , Modelo: Punho Em Neoprene E Feixo Em Velcro;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;;;0;;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
90012/2024;25;312067 - Cinturão segurança;Cinturão Segurança Material: Poliéster , Tamanho: 1 , Aplicação: Eletricista , Material Fivela: Aço , Largura: 44 MM, Componentes: 2 Porta-Ferramentas, 6 Fivelas Duplas S/ Pino, 5 , Características Adicionais: Tipo Pára-Quedista, Acolchoado Cintura E Pernas,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;;;0;;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;26;312068 - Cinturão segurança;Cinturão Segurança Material: Poliéster , Tamanho: 2 , Aplicação: Eletricista , Material Fivela: Aço , Largura: 44 MM, Componentes: 2 Porta-Ferramentas, 6 Fivelas Duplas S/ Pino, 5 , Características Adicionais: Tipo Pára-Quedista, Acolchoado Cintura E Pernas,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;;;0;;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;27;485475 - Acessório equipamento segurança;Acessório Equipamento Segurança Tipo: Polia Simples , Material: Aço Inox , Aplicação: Salvamento E Resgate , Características Adicionais: Com Rolamento Spid E Placas Móveis, Para Cordas De;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;;;0;;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;28;484520 - Acessório Equipamento Segurança;Acessório Equipamento Segurança Tipo: Mosquetão , Material: Aço , Aplicação: Salvamento E Resgate , Características Adicionais: Oval, Com Rosca, Capacidade 25kn;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;04.002.498/0001-82 - BELLSUB COMERCIO DE MATERIAIS ESPORTIVOS LTDA;18.2000;0;MOSQUETÃO OVAL AÇO T;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;29;441220 - Capacete segurança;Capacete Segurança Material: Polietileno Alta Densidade , Características Adicionais: Aba Frontal/Protetor Auditivo E Facial/Tipo Ii;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;08.658.622/0001-13 - J. J. VITALLI;84.8400;0;Camper;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
90012/2024;30;447115 - Perneira;Perneira Material: Couro Sintético , Comprimento: 40 CM, Aplicação: Epi - Equipamento De Proteção Individual , Características Adicionais: Fechamento Com Velcro , Tipo: Perneira Bota;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;48.256.518/0001-17 - CITY CLEAN COM. EQUIPAMENTOS LTDA;19.2800;0;MASEG/MASEG;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par 2,00 UN
90012/2024;31;481392 - Luva de proteção;Luva De Proteção Características Adicionais: Com Forro , Finalidade: Epi - Equipamento De Proteção Individual , Apresentação: Lisa;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;0;48.256.518/0001-17 - CITY CLEAN COM. EQUIPAMENTOS LTDA;10.0000;0;SS/SS;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
